i	Addr	Addr	Data	Data
2079	0000207c	8316	fe5212e3	4266791651
2080	00002080	8320	00004eb7	20151
2081	00002084	8324	1ba00193	463470995
2082	00002088	8328	1fd31ae3	533928675
2083	0000208c	8332	00000213	 531
2084	00002090	8336	00100093	1048723
2085	00002094	8340	01f00113	32506131
2086	00002098	8344	00209f33	2137907
2087	0000209c	8348	00000013	  19
2088	000020a0	8352	00000013	  19
2089	000020a4	8356	000f0313	983827
2090	000020a8	8360	00120213	1180179
2091	000020ac	8364	00200293	2097811
2092	000020b0	8368	fe5210e3	4266791139
2093	000020b4	8372	80000eb7	2147487415
2094	000020b8	8376	1bb00193	464519571
2095	000020bc	8380	1dd310e3	500371683
2096	000020c0	8384	00000213	 531
2097	000020c4	8388	00100093	1048723
2098	000020c8	8392	00700113	7340307
2099	000020cc	8396	00209f33	2137907
2100	000020d0	8400	00120213	1180179
2101	000020d4	8404	00200293	2097811
2102	000020d8	8408	fe5216e3	4266792675
2103	000020dc	8412	08000e93	134221459
2104	000020e0	8416	1bc00193	465568147
2105	000020e4	8420	19df1ce3	434052323
2106	000020e8	8424	00000213	 531
2107	000020ec	8428	00100093	1048723
2108	000020f0	8432	00e00113	14680339
2109	000020f4	8436	00000013	  19
2110	000020f8	8440	00209f33	2137907
2111	000020fc	8444	00120213	1180179
2112	00002100	8448	00200293	2097811
2113	00002104	8452	fe5214e3	4266792163
2114	00002108	8456	00004eb7	20151
2115	0000210c	8460	1bd00193	466616723
2116	00002110	8464	17df16e3	400496355
2117	00002114	8468	00000213	 531
2118	00002118	8472	00100093	1048723
2119	0000211c	8476	01f00113	32506131
2120	00002120	8480	00000013	  19
2121	00002124	8484	00000013	  19
2122	00002128	8488	00209f33	2137907
2123	0000212c	8492	00120213	1180179
2124	00002130	8496	00200293	2097811
2125	00002134	8500	fe5212e3	4266791651
2126	00002138	8504	80000eb7	2147487415
2127	0000213c	8508	1be00193	467665299
2128	00002140	8512	13df1ee3	333389539
2129	00002144	8516	00000213	 531
2130	00002148	8520	00100093	1048723
2131	0000214c	8524	00000013	  19
2132	00002150	8528	00700113	7340307
2133	00002154	8532	00209f33	2137907
2134	00002158	8536	00120213	1180179
2135	0000215c	8540	00200293	2097811
2136	00002160	8544	fe5214e3	4266792163
2137	00002164	8548	08000e93	134221459
2138	00002168	8552	1bf00193	468713875
2139	0000216c	8556	11df18e3	299833571
2140	00002170	8560	00000213	 531
2141	00002174	8564	00100093	1048723
2142	00002178	8568	00000013	  19
2143	0000217c	8572	00e00113	14680339
2144	00002180	8576	00000013	  19
2145	00002184	8580	00209f33	2137907
2146	00002188	8584	00120213	1180179
2147	0000218c	8588	00200293	2097811
2148	00002190	8592	fe5212e3	4266791651
2149	00002194	8596	00004eb7	20151
2150	00002198	8600	1c000193	469762451
2151	0000219c	8604	0fdf10e3	266277091
2152	000021a0	8608	00000213	 531
2153	000021a4	8612	00100093	1048723
2154	000021a8	8616	00000013	  19
2155	000021ac	8620	00000013	  19
2156	000021b0	8624	01f00113	32506131
2157	000021b4	8628	00209f33	2137907
2158	000021b8	8632	00120213	1180179
2159	000021bc	8636	00200293	2097811
2160	000021c0	8640	fe5212e3	4266791651
2161	000021c4	8644	80000eb7	2147487415
2162	000021c8	8648	1c100193	470811027
2163	000021cc	8652	0bdf18e3	199170275
2164	000021d0	8656	00000213	 531
2165	000021d4	8660	00700113	7340307
2166	000021d8	8664	00100093	1048723
2167	000021dc	8668	00209f33	2137907
2168	000021e0	8672	00120213	1180179
2169	000021e4	8676	00200293	2097811
2170	000021e8	8680	fe5216e3	4266792675
2171	000021ec	8684	08000e93	134221459
2172	000021f0	8688	1c200193	471859603
2173	000021f4	8692	09df14e3	165614819
2174	000021f8	8696	00000213	 531
2175	000021fc	8700	00e00113	14680339
2176	00002200	8704	00100093	1048723
2177	00002204	8708	00000013	  19
2178	00002208	8712	00209f33	2137907
2179	0000220c	8716	00120213	1180179
2180	00002210	8720	00200293	2097811
2181	00002214	8724	fe5214e3	4266792163
2182	00002218	8728	00004eb7	20151
2183	0000221c	8732	1c300193	472908179
2184	00002220	8736	05df1ee3	98508515
2185	00002224	8740	00000213	 531
2186	00002228	8744	01f00113	32506131
2187	0000222c	8748	00100093	1048723
2188	00002230	8752	00000013	  19
2189	00002234	8756	00000013	  19
2190	00002238	8760	00209f33	2137907
2191	0000223c	8764	00120213	1180179
2192	00002240	8768	00200293	2097811
2193	00002244	8772	fe5212e3	4266791651
2194	00002248	8776	80000eb7	2147487415
2195	0000224c	8780	1c400193	473956755
2196	00002250	8784	03df16e3	64952035
2197	00002254	8788	00000213	 531
2198	00002258	8792	00700113	7340307
2199	0000225c	8796	00000013	  19
2200	00002260	8800	00100093	1048723
2201	00002264	8804	00209f33	2137907
2202	00002268	8808	00120213	1180179
2203	0000226c	8812	00200293	2097811
2204	00002270	8816	fe5214e3	4266792163
2205	00002274	8820	08000e93	134221459
2206	00002278	8824	1c500193	475005331
2207	0000227c	8828	01df10e3	31396067
2208	00002280	8832	00000213	 531
2209	00002284	8836	00e00113	14680339
2210	00002288	8840	00000013	  19
2211	0000228c	8844	00100093	1048723
2212	00002290	8848	00000013	  19
2213	00002294	8852	00209f33	2137907
2214	00002298	8856	00120213	1180179
2215	0000229c	8860	00200293	2097811
2216	000022a0	8864	fe5212e3	4266791651
2217	000022a4	8868	00004eb7	20151
2218	000022a8	8872	1c600193	476053907
2219	000022ac	8876	7ddf1863	2111772771
2220	000022b0	8880	00000213	 531
2221	000022b4	8884	01f00113	32506131
2222	000022b8	8888	00000013	  19
2223	000022bc	8892	00000013	  19
2224	000022c0	8896	00100093	1048723
2225	000022c4	8900	00209f33	2137907
2226	000022c8	8904	00120213	1180179
2227	000022cc	8908	00200293	2097811
2228	000022d0	8912	fe5212e3	4266791651
2229	000022d4	8916	80000eb7	2147487415
2230	000022d8	8920	1c700193	477102483
2231	000022dc	8924	7bdf1063	2078216291
2232	000022e0	8928	00f00093	15728787
2233	000022e4	8932	00101133	1052979
2234	000022e8	8936	00000e93	3731
2235	000022ec	8940	1c800193	478151059
2236	000022f0	8944	79d11663	2043745891
2237	000022f4	8948	02000093	33554579
2238	000022f8	8952	00009133	37171
2239	000022fc	8956	02000e93	33558163
2240	00002300	8960	1c900193	479199635
2241	00002304	8964	77d11c63	2010192995
2242	00002308	8968	000010b3	4275
2243	0000230c	8972	00000e93	3731
2244	00002310	8976	1ca00193	480248211
2245	00002314	8980	77d09463	2010158179
2246	00002318	8984	40000093	1073741971
2247	0000231c	8988	00001137	4407
2248	00002320	8992	80010113	2147549459
2249	00002324	8996	00209033	2134067
2250	00002328	9000	00000e93	3731
2251	0000232c	9004	1cb00193	481296787
2252	00002330	9008	75d01663	1976571491
2253	00002334	9012	00100093	1048723
2254	00002338	9016	00009f13	40723
2255	0000233c	9020	00100e93	1052307
2256	00002340	9024	1cc00193	482345363
2257	00002344	9028	73df1c63	1944001635
2258	00002348	9032	00100093	1048723
2259	0000234c	9036	00109f13	1089299
2260	00002350	9040	00200e93	2100883
2261	00002354	9044	1cd00193	483393939
2262	00002358	9048	73df1263	1943999075
2263	0000235c	9052	00100093	1048723
2264	00002360	9056	00709f13	7380755
2265	00002364	9060	08000e93	134221459
2266	00002368	9064	1ce00193	484442515
2267	0000236c	9068	71df1863	1910446179
2268	00002370	9072	00100093	1048723
2269	00002374	9076	00e09f13	14720787
2270	00002378	9080	00004eb7	20151
2271	0000237c	9084	1cf00193	485491091
2272	00002380	9088	6fdf1e63	1876893283
2273	00002384	9092	00100093	1048723
2274	00002388	9096	01f09f13	32546579
2275	0000238c	9100	80000eb7	2147487415
2276	00002390	9104	1d000193	486539667
2277	00002394	9108	6fdf1463	1876890723
2278	00002398	9112	fff00093	4293918867
2279	0000239c	9116	00009f13	40723
2280	000023a0	9120	fff00e93	4293922451
2281	000023a4	9124	1d100193	487588243
2282	000023a8	9128	6ddf1a63	1843337827
2283	000023ac	9132	fff00093	4293918867
2284	000023b0	9136	00109f13	1089299
2285	000023b4	9140	ffe00e93	4292873875
2286	000023b8	9144	1d200193	488636819
2287	000023bc	9148	6ddf1063	1843335267
2288	000023c0	9152	fff00093	4293918867
2289	000023c4	9156	00709f13	7380755
2290	000023c8	9160	f8000e93	4160753299
2291	000023cc	9164	1d300193	489685395
2292	000023d0	9168	6bdf1663	1809782371
2293	000023d4	9172	fff00093	4293918867
2294	000023d8	9176	00e09f13	14720787
2295	000023dc	9180	ffffceb7	4294954679
2296	000023e0	9184	1d400193	490733971
2297	000023e4	9188	69df1c63	1776229475
2298	000023e8	9192	fff00093	4293918867
2299	000023ec	9196	01f09f13	32546579
2300	000023f0	9200	80000eb7	2147487415
2301	000023f4	9204	1d500193	491782547
2302	000023f8	9208	69df1263	1776226915
2303	000023fc	9212	212120b7	555819191
2304	00002400	9216	12108093	303071379
2305	00002404	9220	00009f13	40723
2306	00002408	9224	21212eb7	555822775
2307	0000240c	9228	121e8e93	303992467
2308	00002410	9232	1d600193	492831123
2309	00002414	9236	67df1463	1742672995
2310	00002418	9240	212120b7	555819191
2311	0000241c	9244	12108093	303071379
2312	00002420	9248	00109f13	1089299
2313	00002424	9252	42424eb7	1111641783
2314	00002428	9256	242e8e93	607030931
2315	0000242c	9260	1d700193	493879699
2316	00002430	9264	65df1663	1709119075
2317	00002434	9268	212120b7	555819191
2318	00002438	9272	12108093	303071379
2319	0000243c	9276	00709f13	7380755
2320	00002440	9280	90909eb7	2425396919
2321	00002444	9284	080e8e93	135171731
2322	00002448	9288	1d800193	494928275
2323	0000244c	9292	63df1863	1675565155
2324	00002450	9296	212120b7	555819191
2325	00002454	9300	12108093	303071379
2326	00002458	9304	00e09f13	14720787
2327	0000245c	9308	48484eb7	1212698295
2328	00002460	9312	1d900193	495976851
2329	00002464	9316	61df1c63	1642011747
2330	00002468	9320	212120b7	555819191
2331	0000246c	9324	12108093	303071379
2332	00002470	9328	01f09f13	32546579
2333	00002474	9332	80000eb7	2147487415
2334	00002478	9336	1da00193	497025427
2335	0000247c	9340	61df1063	1642008675
2336	00002480	9344	00100093	1048723
2337	00002484	9348	00709093	7377043
2338	00002488	9352	08000e93	134221459
2339	0000248c	9356	1de00193	501219731
2340	00002490	9360	5fd09663	1607505507
2341	00002494	9364	00000213	 531
2342	00002498	9368	00100093	1048723
2343	0000249c	9372	00709f13	7380755
2344	000024a0	9376	000f0313	983827
2345	000024a4	9380	00120213	1180179
2346	000024a8	9384	00200293	2097811
2347	000024ac	9388	fe5216e3	4266792675
2348	000024b0	9392	08000e93	134221459
2349	000024b4	9396	1df00193	502268307
2350	000024b8	9400	5dd31263	1574113891
2351	000024bc	9404	00000213	 531
2352	000024c0	9408	00100093	1048723
2353	000024c4	9412	00e09f13	14720787
2354	000024c8	9416	00000013	  19
2355	000024cc	9420	000f0313	983827
2356	000024d0	9424	00120213	1180179
2357	000024d4	9428	00200293	2097811
2358	000024d8	9432	fe5214e3	4266792163
2359	000024dc	9436	00004eb7	20151
2360	000024e0	9440	1e000193	503316883
2361	000024e4	9444	59d31c63	1507007587
2362	000024e8	9448	00000213	 531
2363	000024ec	9452	00100093	1048723
2364	000024f0	9456	01f09f13	32546579
2365	000024f4	9460	00000013	  19
2366	000024f8	9464	00000013	  19
2367	000024fc	9468	000f0313	983827
2368	00002500	9472	00120213	1180179
2369	00002504	9476	00200293	2097811
2370	00002508	9480	fe5212e3	4266791651
2371	0000250c	9484	80000eb7	2147487415
2372	00002510	9488	1e100193	504365459
2373	00002514	9492	57d31463	1473451107
2374	00002518	9496	00000213	 531
2375	0000251c	9500	00100093	1048723
2376	00002520	9504	00709f13	7380755
2377	00002524	9508	00120213	1180179
2378	00002528	9512	00200293	2097811
2379	0000252c	9516	fe5218e3	4266793187
2380	00002530	9520	08000e93	134221459
2381	00002534	9524	1e200193	505414035
2382	00002538	9528	55df1263	1440682595
2383	0000253c	9532	00000213	 531
2384	00002540	9536	00100093	1048723
2385	00002544	9540	00000013	  19
2386	00002548	9544	00e09f13	14720787
2387	0000254c	9548	00120213	1180179
2388	00002550	9552	00200293	2097811
2389	00002554	9556	fe5216e3	4266792675
2390	00002558	9560	00004eb7	20151
2391	0000255c	9564	1e300193	506462611
2392	00002560	9568	51df1e63	1373576803
2393	00002564	9572	00000213	 531
2394	00002568	9576	00100093	1048723
2395	0000256c	9580	00000013	  19
2396	00002570	9584	00000013	  19
2397	00002574	9588	01f09f13	32546579
2398	00002578	9592	00120213	1180179
2399	0000257c	9596	00200293	2097811
2400	00002580	9600	fe5214e3	4266792163
2401	00002584	9604	80000eb7	2147487415
2402	00002588	9608	1e400193	507511187
2403	0000258c	9612	4fdf1863	1340020835
2404	00002590	9616	01f01093	32510099
2405	00002594	9620	00000e93	3731
2406	00002598	9624	1e500193	508559763
2407	0000259c	9628	4fd09063	1339068515
2408	000025a0	9632	02100093	34603155
2409	000025a4	9636	01409013	21008403
2410	000025a8	9640	00000e93	3731
2411	000025ac	9644	1e600193	509608339
2412	000025b0	9648	4dd01663	1305482851
2413	000025b4	9652	00000093	 147
2414	000025b8	9656	00000113	 275
2415	000025bc	9660	0020af33	2142003
2416	000025c0	9664	00000e93	3731
2417	000025c4	9668	1e700193	510656915
2418	000025c8	9672	4bdf1a63	1272912483
2419	000025cc	9676	00100093	1048723
2420	000025d0	9680	00100113	1048851
2421	000025d4	9684	0020af33	2142003
2422	000025d8	9688	00000e93	3731
2423	000025dc	9692	1e800193	511705491
2424	000025e0	9696	49df1e63	1239359075
2425	000025e4	9700	00300093	3145875
2426	000025e8	9704	00700113	7340307
2427	000025ec	9708	0020af33	2142003
2428	000025f0	9712	00100e93	1052307
2429	000025f4	9716	1e900193	512754067
2430	000025f8	9720	49df1263	1239356003
2431	000025fc	9724	00700093	7340179
2432	00002600	9728	00300113	3146003
2433	00002604	9732	0020af33	2142003
2434	00002608	9736	00000e93	3731
2435	0000260c	9740	1ea00193	513802643
2436	00002610	9744	47df1663	1205802595
2437	00002614	9748	00000093	 147
2438	00002618	9752	ffff8137	4294934839
2439	0000261c	9756	0020af33	2142003
2440	00002620	9760	00000e93	3731
2441	00002624	9764	1eb00193	514851219
2442	00002628	9768	45df1a63	1172249187
2443	0000262c	9772	800000b7	2147483831
2444	00002630	9776	00000113	 275
2445	00002634	9780	0020af33	2142003
2446	00002638	9784	00100e93	1052307
2447	0000263c	9788	1ec00193	515899795
2448	00002640	9792	43df1e63	1138695779
2449	00002644	9796	800000b7	2147483831
2450	00002648	9800	ffff8137	4294934839
2451	0000264c	9804	0020af33	2142003
2452	00002650	9808	00100e93	1052307
2453	00002654	9812	1ed00193	516948371
2454	00002658	9816	43df1263	1138692707
2455	0000265c	9820	00000093	 147
2456	00002660	9824	00008137	33079
2457	00002664	9828	fff10113	4293984531
2458	00002668	9832	0020af33	2142003
2459	0000266c	9836	00100e93	1052307
2460	00002670	9840	1ee00193	517996947
2461	00002674	9844	41df1463	1105138787
2462	00002678	9848	800000b7	2147483831
2463	0000267c	9852	fff08093	4293951635
2464	00002680	9856	00000113	 275
2465	00002684	9860	0020af33	2142003
2466	00002688	9864	00000e93	3731
2467	0000268c	9868	1ef00193	519045523
2468	00002690	9872	3fdf1663	1071584867
2469	00002694	9876	800000b7	2147483831
2470	00002698	9880	fff08093	4293951635
2471	0000269c	9884	00008137	33079
2472	000026a0	9888	fff10113	4293984531
2473	000026a4	9892	0020af33	2142003
2474	000026a8	9896	00000e93	3731
2475	000026ac	9900	1f000193	520094099
2476	000026b0	9904	3ddf1663	1038030435
2477	000026b4	9908	800000b7	2147483831
2478	000026b8	9912	00008137	33079
2479	000026bc	9916	fff10113	4293984531
2480	000026c0	9920	0020af33	2142003
2481	000026c4	9924	00100e93	1052307
2482	000026c8	9928	1f100193	521142675
2483	000026cc	9932	3bdf1863	1004476515
2484	000026d0	9936	800000b7	2147483831
2485	000026d4	9940	fff08093	4293951635
2486	000026d8	9944	ffff8137	4294934839
2487	000026dc	9948	0020af33	2142003
2488	000026e0	9952	00000e93	3731
2489	000026e4	9956	1f200193	522191251
2490	000026e8	9960	39df1a63	970922595
2491	000026ec	9964	00000093	 147
2492	000026f0	9968	fff00113	4293918995
2493	000026f4	9972	0020af33	2142003
2494	000026f8	9976	00000e93	3731
2495	000026fc	9980	1f300193	523239827
2496	00002700	9984	37df1e63	937369187
2497	00002704	9988	fff00093	4293918867
2498	00002708	9992	00100113	1048851
2499	0000270c	9996	0020af33	2142003
2500	00002710	10000	00100e93	1052307
2501	00002714	10004	1f400193	524288403
2502	00002718	10008	37df1263	937366115
2503	0000271c	10012	fff00093	4293918867
2504	00002720	10016	fff00113	4293918995
2505	00002724	10020	0020af33	2142003
2506	00002728	10024	00000e93	3731
2507	0000272c	10028	1f500193	525336979
2508	00002730	10032	35df1663	903812707
2509	00002734	10036	00e00093	14680211
2510	00002738	10040	00d00113	13631763
2511	0000273c	10044	0020a0b3	2138291
2512	00002740	10048	00000e93	3731
2513	00002744	10052	1f600193	526385555
2514	00002748	10056	33d09a63	869309027
2515	0000274c	10060	00b00093	11534483
2516	00002750	10064	00d00113	13631763
2517	00002754	10068	0020a133	2138419
2518	00002758	10072	00100e93	1052307
2519	0000275c	10076	1f700193	527434131
2520	00002760	10080	31d11e63	835788387
2521	00002764	10084	00d00093	13631635
2522	00002768	10088	0010a0b3	1089715
2523	0000276c	10092	00000e93	3731
2524	00002770	10096	1f800193	528482707
2525	00002774	10100	31d09463	835753059
2526	00002778	10104	00000213	 531
2527	0000277c	10108	00b00093	11534483
2528	00002780	10112	00d00113	13631763
2529	00002784	10116	0020af33	2142003
2530	00002788	10120	000f0313	983827
2531	0000278c	10124	00120213	1180179
2532	00002790	10128	00200293	2097811
2533	00002794	10132	fe5214e3	4266792163
2534	00002798	10136	00100e93	1052307
2535	0000279c	10140	1f900193	529531283
2536	000027a0	10144	2dd31e63	768810595
2537	000027a4	10148	00000213	 531
2538	000027a8	10152	00e00093	14680211
2539	000027ac	10156	00d00113	13631763
2540	000027b0	10160	0020af33	2142003
2541	000027b4	10164	00000013	  19
2542	000027b8	10168	000f0313	983827
2543	000027bc	10172	00120213	1180179
2544	000027c0	10176	00200293	2097811
2545	000027c4	10180	fe5212e3	4266791651
2546	000027c8	10184	00000e93	3731
2547	000027cc	10188	1fa00193	530579859
2548	000027d0	10192	2bd31663	735254115
2549	000027d4	10196	00000213	 531
2550	000027d8	10200	00c00093	12583059
2551	000027dc	10204	00d00113	13631763
2552	000027e0	10208	0020af33	2142003
2553	000027e4	10212	00000013	  19
2554	000027e8	10216	00000013	  19
2555	000027ec	10220	000f0313	983827
2556	000027f0	10224	00120213	1180179
2557	000027f4	10228	00200293	2097811
2558	000027f8	10232	fe5210e3	4266791139
2559	000027fc	10236	00100e93	1052307
2560	00002800	10240	1fb00193	531628435
2561	00002804	10244	27d31c63	668146787
2562	00002808	10248	00000213	 531
2563	0000280c	10252	00e00093	14680211
2564	00002810	10256	00d00113	13631763
2565	00002814	10260	0020af33	2142003
2566	00002818	10264	00120213	1180179
2567	0000281c	10268	00200293	2097811
2568	00002820	10272	fe5216e3	4266792675
2569	00002824	10276	00000e93	3731
2570	00002828	10280	1fc00193	532677011
2571	0000282c	10284	25df1863	635377763
2572	00002830	10288	00000213	 531
2573	00002834	10292	00b00093	11534483
2574	00002838	10296	00d00113	13631763
2575	0000283c	10300	00000013	  19
2576	00002840	10304	0020af33	2142003
2577	00002844	10308	00120213	1180179
2578	00002848	10312	00200293	2097811
2579	0000284c	10316	fe5214e3	4266792163
2580	00002850	10320	00100e93	1052307
2581	00002854	10324	1fd00193	533725587
2582	00002858	10328	23df1263	601821795
2583	0000285c	10332	00000213	 531
2584	00002860	10336	00f00093	15728787
2585	00002864	10340	00d00113	13631763
2586	00002868	10344	00000013	  19
2587	0000286c	10348	00000013	  19
2588	00002870	10352	0020af33	2142003
2589	00002874	10356	00120213	1180179
2590	00002878	10360	00200293	2097811
2591	0000287c	10364	fe5212e3	4266791651
2592	00002880	10368	00000e93	3731
2593	00002884	10372	1fe00193	534774163
2594	00002888	10376	1fdf1a63	534714979
2595	0000288c	10380	00000213	 531
2596	00002890	10384	00a00093	10485907
2597	00002894	10388	00000013	  19
2598	00002898	10392	00d00113	13631763
2599	0000289c	10396	0020af33	2142003
2600	000028a0	10400	00120213	1180179
2601	000028a4	10404	00200293	2097811
2602	000028a8	10408	fe5214e3	4266792163
2603	000028ac	10412	00100e93	1052307
2604	000028b0	10416	1ff00193	535822739
2605	000028b4	10420	1ddf1463	501159011
2606	000028b8	10424	00000213	 531
2607	000028bc	10428	01000093	16777363
2608	000028c0	10432	00000013	  19
2609	000028c4	10436	00d00113	13631763
2610	000028c8	10440	00000013	  19
2611	000028cc	10444	0020af33	2142003
2612	000028d0	10448	00120213	1180179
2613	000028d4	10452	00200293	2097811
2614	000028d8	10456	fe5212e3	4266791651
2615	000028dc	10460	00000e93	3731
2616	000028e0	10464	20000193	536871315
2617	000028e4	10468	19df1c63	434052195
2618	000028e8	10472	00000213	 531
2619	000028ec	10476	00900093	9437331
2620	000028f0	10480	00000013	  19
2621	000028f4	10484	00000013	  19
2622	000028f8	10488	00d00113	13631763
2623	000028fc	10492	0020af33	2142003
2624	00002900	10496	00120213	1180179
2625	00002904	10500	00200293	2097811
2626	00002908	10504	fe5212e3	4266791651
2627	0000290c	10508	00100e93	1052307
2628	00002910	10512	20100193	537919891
2629	00002914	10516	17df1463	400495715
2630	00002918	10520	00000213	 531
2631	0000291c	10524	00d00113	13631763
2632	00002920	10528	01100093	17825939
2633	00002924	10532	0020af33	2142003
2634	00002928	10536	00120213	1180179
2635	0000292c	10540	00200293	2097811
2636	00002930	10544	fe5216e3	4266792675
2637	00002934	10548	00000e93	3731
2638	00002938	10552	20200193	538968467
2639	0000293c	10556	15df1063	366940259
2640	00002940	10560	00000213	 531
2641	00002944	10564	00d00113	13631763
2642	00002948	10568	00800093	8388755
2643	0000294c	10572	00000013	  19
2644	00002950	10576	0020af33	2142003
2645	00002954	10580	00120213	1180179
2646	00002958	10584	00200293	2097811
2647	0000295c	10588	fe5214e3	4266792163
2648	00002960	10592	00100e93	1052307
2649	00002964	10596	20300193	540017043
2650	00002968	10600	11df1a63	299833955
2651	0000296c	10604	00000213	 531
2652	00002970	10608	00d00113	13631763
2653	00002974	10612	01200093	18874515
2654	00002978	10616	00000013	  19
2655	0000297c	10620	00000013	  19
2656	00002980	10624	0020af33	2142003
2657	00002984	10628	00120213	1180179
2658	00002988	10632	00200293	2097811
2659	0000298c	10636	fe5212e3	4266791651
2660	00002990	10640	00000e93	3731
2661	00002994	10644	20400193	541065619
2662	00002998	10648	0fdf1263	266277475
2663	0000299c	10652	00000213	 531
2664	000029a0	10656	00d00113	13631763
2665	000029a4	10660	00000013	  19
2666	000029a8	10664	00700093	7340179
2667	000029ac	10668	0020af33	2142003
2668	000029b0	10672	00120213	1180179
2669	000029b4	10676	00200293	2097811
2670	000029b8	10680	fe5214e3	4266792163
2671	000029bc	10684	00100e93	1052307
2672	000029c0	10688	20500193	542114195
2673	000029c4	10692	0bdf1c63	199171171
2674	000029c8	10696	00000213	 531
2675	000029cc	10700	00d00113	13631763
2676	000029d0	10704	00000013	  19
2677	000029d4	10708	01300093	19923091
2678	000029d8	10712	00000013	  19
2679	000029dc	10716	0020af33	2142003
2680	000029e0	10720	00120213	1180179
2681	000029e4	10724	00200293	2097811
2682	000029e8	10728	fe5212e3	4266791651
2683	000029ec	10732	00000e93	3731
2684	000029f0	10736	20600193	543162771
2685	000029f4	10740	09df1463	165614691
2686	000029f8	10744	00000213	 531
2687	000029fc	10748	00d00113	13631763
2688	00002a00	10752	00000013	  19
2689	00002a04	10756	00000013	  19
2690	00002a08	10760	00600093	6291603
2691	00002a0c	10764	0020af33	2142003
2692	00002a10	10768	00120213	1180179
2693	00002a14	10772	00200293	2097811
2694	00002a18	10776	fe5212e3	4266791651
2695	00002a1c	10780	00100e93	1052307
2696	00002a20	10784	20700193	544211347
2697	00002a24	10788	05df1c63	98507875
2698	00002a28	10792	fff00093	4293918867
2699	00002a2c	10796	00102133	1057075
2700	00002a30	10800	00000e93	3731
2701	00002a34	10804	20800193	545259923
2702	00002a38	10808	05d11263	97587811
2703	00002a3c	10812	fff00093	4293918867
2704	00002a40	10816	0000a133	41267
2705	00002a44	10820	00100e93	1052307
2706	00002a48	10824	20900193	546308499
2707	00002a4c	10828	03d11863	64034915
2708	00002a50	10832	000020b3	8371
2709	00002a54	10836	00000e93	3731
2710	00002a58	10840	20a00193	547357075
2711	00002a5c	10844	03d09063	64000099
2712	00002a60	10848	01000093	16777363
2713	00002a64	10852	01e00113	31457555
2714	00002a68	10856	0020a033	2138163
2715	00002a6c	10860	00000e93	3731
2716	00002a70	10864	20b00193	548405651
2717	00002a74	10868	01d01463	30413923
2718	00002a78	10872	00301463	3150947
2719	00002a7c	10876	00000a6f	2671
2720	00002a80	10880	00100193	1048979
2721	00002a84	10884	00000a6f	2671
2722	00002a88	10888	c0001073	3221229683
2723	00002a8c	10892	00000000	   0
2724	00002a90	10896	00000000	   0
2725	00002a94	10900	00000000	   0
2726	00002a98	10904	00000000	   0
2727	00002a9c	10908	00000000	   0
2728	00002aa0	10912	00000000	   0
2729	00002aa4	10916	00000000	   0
2730	00002aa8	10920	00000000	   0
2731	00002aac	10924	00000000	   0
2732	00002ab0	10928	00000000	   0
2733	00002ab4	10932	00000000	   0
2734	00002ab8	10936	00000000	   0
2735	00002abc	10940	00000000	   0
2736	00002ac0	10944	00000000	   0
2737	00002ac4	10948	00000000	   0
2738	00002ac8	10952	xxxxxxxx	x
2739	00002acc	10956	xxxxxxxx	x
2740	00002ad0	10960	xxxxxxxx	x
2741	00002ad4	10964	xxxxxxxx	x
2742	00002ad8	10968	xxxxxxxx	x
2743	00002adc	10972	xxxxxxxx	x
2744	00002ae0	10976	xxxxxxxx	x
2745	00002ae4	10980	xxxxxxxx	x
2746	00002ae8	10984	xxxxxxxx	x
2747	00002aec	10988	xxxxxxxx	x
2748	00002af0	10992	xxxxxxxx	x
2749	00002af4	10996	xxxxxxxx	x
2750	00002af8	11000	xxxxxxxx	x
2751	00002afc	11004	xxxxxxxx	x
2752	00002b00	11008	xxxxxxxx	x
2753	00002b04	11012	xxxxxxxx	x
2754	00002b08	11016	xxxxxxxx	x
2755	00002b0c	11020	xxxxxxxx	x
2756	00002b10	11024	xxxxxxxx	x
2757	00002b14	11028	xxxxxxxx	x
2758	00002b18	11032	xxxxxxxx	x
2759	00002b1c	11036	xxxxxxxx	x
2760	00002b20	11040	xxxxxxxx	x
2761	00002b24	11044	xxxxxxxx	x
2762	00002b28	11048	xxxxxxxx	x
2763	00002b2c	11052	xxxxxxxx	x
2764	00002b30	11056	xxxxxxxx	x
2765	00002b34	11060	xxxxxxxx	x
2766	00002b38	11064	xxxxxxxx	x
2767	00002b3c	11068	xxxxxxxx	x
2768	00002b40	11072	xxxxxxxx	x
2769	00002b44	11076	xxxxxxxx	x
2770	00002b48	11080	xxxxxxxx	x
2771	00002b4c	11084	xxxxxxxx	x
2772	00002b50	11088	xxxxxxxx	x
2773	00002b54	11092	xxxxxxxx	x
2774	00002b58	11096	xxxxxxxx	x
2775	00002b5c	11100	xxxxxxxx	x
2776	00002b60	11104	xxxxxxxx	x
2777	00002b64	11108	xxxxxxxx	x
2778	00002b68	11112	xxxxxxxx	x
2779	00002b6c	11116	xxxxxxxx	x
2780	00002b70	11120	xxxxxxxx	x
2781	00002b74	11124	xxxxxxxx	x
2782	00002b78	11128	xxxxxxxx	x
2783	00002b7c	11132	xxxxxxxx	x
2784	00002b80	11136	xxxxxxxx	x
2785	00002b84	11140	xxxxxxxx	x
2786	00002b88	11144	xxxxxxxx	x
